Thumb Flex,Pointer Flex,Middle Flex,Ring and Pinky Flex,Fist
54.621999979019165,93,93,93,93,93
54.72099995613098,93,93,93,93,93
54.82099986076355,93,93,93,93,93
54.92199993133545,93,93,93,93,93
55.0220000743866,93,93,93,93,93
55.12299990653992,93,93,93,93,93
55.22199988365173,93,93,93,93,93
55.32099986076355,93,93,93,93,93
55.4210000038147,93,93,93,93,93
55.5220000743866,93,93,93,93,93
55.62100005149841,93,93,93,93,93
55.72199988365173,93,93,93,93,93
55.82200002670288,93,93,93,93,93
55.9210000038147,93,93,93,93,93
56.0220000743866,93,93,93,93,93
56.121999979019165,93,93,93,93,93
56.22099995613098,93,93,93,93,93
56.32200002670288,93,93,93,93,93
56.42199993133545,93,93,93,93,93
56.5220000743866,93,93,93,93,93
56.621999979019165,93,93,93,93,93
56.723000049591064,93,93,93,93,93
56.82200002670288,93,93,93,93,93
56.92199993133545,93,93,93,93,93
57.02300000190735,93,93,93,93,93
57.12100005149841,93,93,93,93,93
57.22199988365173,93,93,93,93,93
57.32200002670288,93,93,93,93,93
57.4210000038147,93,93,93,93,93
57.5220000743866,93,93,93,93,93
57.62100005149841,93,93,93,93,93
57.72099995613098,93,93,93,93,93
57.82200002670288,93,93,93,93,93
57.9210000038147,93,93,93,93,93
58.0220000743866,93,93,93,93,93
58.121999979019165,93,93,93,93,93
58.22099995613098,93,93,93,93,93
58.32200002670288,93,93,93,93,93
58.42199993133545,93,93,93,93,93
58.520999908447266,93,93,93,93,93
58.621999979019165,93,93,93,93,93
58.72199988365173,93,93,93,93,93
58.82099986076355,93,93,93,93,93
58.92199993133545,93,93,93,93,93
59.0220000743866,93,93,93,93,93
59.12100005149841,93,93,93,93,93
59.22199988365173,93,93,93,93,93
59.32200002670288,93,93,93,93,93
59.4210000038147,93,93,93,93,93
59.5220000743866,93,93,93,93,93
59.62299990653992,93,93,93,93,93
59.72099995613098,93,93,93,93,93
59.82200002670288,93,93,93,93,93
59.92199993133545,93,93,93,93,93
60.0220000743866,93,93,93,93,93
60.121999979019165,93,93,93,93,93
60.22199988365173,93,93,93,93,93
60.32099986076355,93,93,93,93,93
60.4210000038147,93,93,93,93,93
60.5220000743866,93,93,93,93,93
60.621999979019165,93,93,93,93,93
60.72199988365173,93,93,93,93,93
60.82200002670288,93,93,93,93,93
60.92199993133545,93,93,93,93,93
61.0220000743866,93,93,93,93,93
61.121999979019165,93,93,93,93,93
61.22199988365173,93,93,93,93,93
61.32299995422363,93,93,93,93,93
61.4210000038147,93,93,93,93,93
61.5220000743866,93,93,93,93,93
61.621999979019165,93,93,93,93,93
61.72199988365173,93,93,93,93,93
61.82200002670288,93,93,93,93,93
61.9229998588562,93,93,93,93,93
62.0220000743866,93,93,93,93,93
62.121999979019165,93,93,93,93,93
62.22199988365173,93,93,93,93,93
62.32200002670288,93,93,93,93,93
62.42199993133545,93,93,93,93,93
62.52300000190735,93,93,93,93,93
62.62100005149841,93,93,93,93,93
62.72099995613098,93,93,93,93,93
62.82200002670288,93,93,93,93,93
62.9210000038147,93,93,93,93,93
63.0220000743866,93,93,93,93,93
63.121999979019165,93,93,93,93,93
63.22099995613098,93,93,93,93,93
63.32200002670288,93,93,93,93,93
63.42199993133545,93,93,93,93,93
63.520999908447266,93,93,93,93,93
63.621999979019165,93,93,93,93,93
63.72199988365173,93,93,93,93,93
63.82099986076355,93,93,93,93,93
63.9229998588562,93,93,93,93,93
64.0220000743866,93,93,93,93,93
64.12199997901917,93,93,93,93,93
64.22300004959106,93,93,93,93,93
64.32200002670288,93,93,93,93,93
64.42199993133545,93,93,93,93,93
64.5220000743866,93,93,93,93,93
64.62100005149841,93,93,93,93,93
64.72099995613098,93,93,93,93,93
64.82099986076355,93,93,93,93,93
64.9210000038147,93,93,93,93,93
65.02099990844727,93,93,93,93,93
65.12199997901917,93,93,93,93,93
65.22099995613098,93,93,93,93,93
65.32099986076355,93,93,93,93,93
65.42199993133545,93,93,93,93,93
65.52099990844727,93,93,93,93,93
65.62100005149841,93,93,93,93,93
65.72199988365173,93,93,93,93,93
65.82099986076355,93,93,93,93,93
65.92199993133545,93,93,93,93,93
66.0220000743866,93,93,93,93,93
66.12100005149841,93,93,93,93,93
66.22199988365173,93,93,93,93,93
66.32200002670288,93,93,93,93,93
66.42199993133545,93,93,93,93,93
66.5220000743866,93,93,93,93,93
66.62199997901917,93,93,93,93,93
66.72199988365173,93,93,93,93,93
66.82200002670288,93,93,93,93,93
66.9210000038147,93,93,93,93,93
67.02099990844727,93,93,93,93,93
67.12100005149841,93,93,93,93,93
67.22099995613098,93,93,93,93,93
67.32099986076355,93,93,93,93,93
67.4210000038147,93,93,93,93,93
67.52099990844727,93,93,93,93,93
67.62100005149841,93,93,93,93,93
67.72199988365173,93,93,93,93,93
67.82099986076355,93,93,93,93,93
67.9210000038147,93,93,93,93,93
68.0220000743866,93,93,93,93,93
68.12100005149841,93,93,93,93,93
68.22099995613098,93,93,93,93,93
68.32200002670288,93,93,93,93,93
68.4210000038147,93,93,93,93,93
68.52099990844727,93,93,93,93,93
68.62199997901917,93,93,93,93,93
68.72199988365173,93,93,93,93,93
68.82200002670288,93,93,93,93,93
68.92199993133545,93,93,93,93,93
69.0220000743866,93,93,93,93,93
69.12199997901917,93,93,93,93,93
69.22099995613098,93,93,93,93,93
69.32099986076355,93,93,93,93,93
69.4210000038147,93,93,93,93,93
69.52099990844727,93,93,93,93,93
69.62100005149841,93,93,93,93,93
69.72099995613098,93,93,93,93,93
69.82200002670288,93,93,93,93,93
69.9210000038147,93,93,93,93,93
70.02099990844727,93,93,93,93,93
70.12199997901917,93,93,93,93,93
70.22099995613098,93,93,93,93,93
70.32200002670288,93,93,93,93,93
70.4210000038147,93,93,93,93,93
70.52099990844727,93,93,93,93,93
70.62199997901917,93,93,93,93,93
70.72099995613098,93,93,93,93,93
70.82099986076355,93,93,93,93,93
70.92199993133545,93,93,93,93,93
71.02099990844727,93,93,93,93,93
71.12100005149841,93,93,93,93,93
71.22199988365173,93,93,93,93,93
71.32099986076355,93,93,93,93,93
71.42199993133545,93,93,93,93,93
71.5220000743866,93,93,93,93,93
71.62100005149841,93,93,93,93,93
71.72199988365173,93,93,93,93,93
71.82200002670288,93,93,93,93,93
71.9210000038147,93,93,93,93,93
72.0220000743866,93,93,93,93,93
72.12199997901917,93,93,93,93,93
72.22099995613098,93,93,93,93,93
72.32200002670288,93,93,93,93,93
72.42199993133545,93,93,93,93,93
72.52099990844727,93,93,93,93,93
72.62199997901917,93,93,93,93,93
72.72099995613098,93,93,93,93,93
72.82099986076355,93,93,93,93,93
72.9210000038147,93,93,93,93,93
73.0220000743866,93,93,93,93,93
73.12100005149841,93,93,93,93,93
73.22099995613098,93,93,93,93,93
73.32200002670288,93,93,93,93,93
73.4210000038147,93,93,93,93,93
73.52099990844727,93,93,93,93,93
73.62100005149841,93,93,93,93,93
73.72099995613098,93,93,93,93,93
73.82200002670288,93,93,93,93,93
73.9210000038147,93,93,93,93,93
74.02099990844727,93,93,93,93,93
74.12199997901917,93,93,93,93,93
74.22099995613098,93,93,93,93,93
74.32099986076355,93,93,93,93,93
74.4210000038147,93,93,93,93,93
74.52099990844727,93,93,93,93,93
74.62100005149841,93,93,93,93,93
74.72199988365173,93,93,93,93,93
74.82099986076355,93,93,93,93,93
74.9210000038147,93,93,93,93,93
75.0220000743866,93,93,93,93,93
75.12100005149841,93,93,93,93,93
75.22099995613098,93,93,93,93,93
75.32200002670288,93,93,93,93,93
75.4210000038147,93,93,93,93,93
75.5220000743866,93,93,93,93,93
75.62199997901917,93,93,93,93,93
75.72199988365173,93,93,93,93,93
75.82099986076355,93,93,93,93,93
75.9210000038147,93,93,93,93,93
76.02099990844727,93,93,93,93,93
76.12100005149841,93,93,93,93,93
76.22099995613098,93,93,93,93,93
76.32099986076355,93,93,93,93,93
76.4210000038147,93,93,93,93,93
76.5220000743866,93,93,93,93,93
76.62100005149841,93,93,93,93,93
76.72199988365173,93,93,93,93,93
76.82099986076355,93,93,93,93,93
76.9210000038147,93,93,93,93,93
77.0220000743866,93,93,93,93,93
77.12100005149841,93,93,93,93,93
77.22099995613098,93,93,93,93,93
77.32200002670288,93,93,93,93,93
77.4210000038147,93,93,93,93,93
77.52099990844727,93,93,93,93,93
77.62199997901917,93,93,93,93,93
77.72099995613098,93,93,93,93,93
77.82200002670288,93,93,93,93,93
77.92199993133545,93,93,93,93,93
78.02099990844727,93,93,93,93,93
78.12199997901917,93,93,93,93,93
78.22099995613098,93,93,93,93,93
78.3199999332428,93,93,93,93,93
78.4210000038147,93,93,93,93,93
78.52099990844727,93,93,93,93,93
78.62100005149841,93,93,93,93,93
78.72099995613098,93,93,93,93,93
78.82099986076355,93,93,93,93,93
78.9210000038147,93,93,93,93,93
79.02099990844727,93,93,93,93,93
79.12100005149841,93,93,93,93,93
79.22099995613098,93,93,93,93,93
79.32099986076355,93,93,93,93,93
79.4210000038147,93,93,93,93,93
79.52099990844727,93,93,93,93,93
79.62100005149841,93,93,93,93,93
79.72099995613098,93,93,93,93,93
79.82099986076355,93,93,93,93,93
79.9210000038147,93,93,93,93,93
80.02099990844727,93,93,93,93,93
80.12100005149841,93,93,93,93,93
80.22099995613098,93,93,93,93,93
80.32099986076355,93,93,93,93,93
80.4210000038147,93,93,93,93,93
80.52099990844727,93,93,93,93,93
80.62100005149841,93,93,93,93,93
80.72099995613098,93,93,93,93,93
80.82200002670288,93,93,93,93,93
80.9210000038147,93,93,93,93,93
81.02099990844727,93,93,93,93,93
81.12199997901917,93,93,93,93,93
81.22099995613098,93,93,93,93,93
81.32099986076355,93,93,93,93,93
81.42199993133545,93,93,93,93,93
81.52099990844727,93,93,93,93,93
81.62199997901917,93,93,93,93,93
81.72199988365173,93,93,93,93,93
81.82099986076355,93,93,93,93,93
81.92199993133545,93,93,93,93,93
82.02099990844727,93,93,93,93,93
82.12100005149841,93,93,93,93,93
82.22099995613098,93,93,93,93,93
82.32099986076355,93,93,93,93,93
82.4210000038147,93,93,93,93,93
82.52099990844727,93,93,93,93,93
82.62199997901917,93,93,93,93,93
82.72099995613098,93,93,93,93,93
82.82099986076355,93,93,93,93,93
82.92199993133545,93,93,93,93,93
83.02099990844727,93,93,93,93,93
83.12199997901917,93,93,93,93,93
83.22099995613098,93,93,93,93,93
83.32099986076355,93,93,93,93,93
83.4210000038147,93,93,93,93,93
83.51999998092651,93,93,93,93,93
83.62100005149841,93,93,93,93,93
83.72099995613098,93,93,93,93,93
83.82099986076355,93,93,93,93,93
83.9210000038147,93,93,93,93,93
84.02099990844727,93,93,93,93,93
84.12100005149841,93,93,93,93,93
84.22099995613098,93,93,93,93,93
84.32200002670288,93,93,93,93,93
84.4210000038147,93,93,93,93,93
84.5220000743866,93,93,93,93,93
84.62199997901917,93,93,93,93,93
84.72099995613098,93,93,93,93,93
84.82099986076355,93,93,93,93,93
84.9210000038147,93,93,93,93,93
85.01999998092651,93,93,93,93,93
85.12100005149841,93,93,93,93,93
85.22099995613098,93,93,93,93,93
85.32099986076355,93,93,93,93,93
85.4210000038147,93,93,93,93,93
85.52099990844727,93,93,93,93,93
85.62100005149841,93,93,93,93,93
85.72099995613098,93,93,93,93,93
85.82099986076355,93,93,93,93,93
85.9210000038147,93,93,93,93,93
86.0220000743866,93,93,93,93,93
86.12199997901917,93,93,93,93,93
86.22099995613098,93,93,93,93,93
86.32200002670288,93,93,93,93,93
86.4210000038147,93,93,93,93,93
86.52099990844727,93,93,93,93,93
86.62199997901917,93,93,93,93,93
86.72000002861023,93,93,93,93,93
86.82099986076355,93,93,93,93,93
86.9210000038147,93,93,93,93,93
87.01999998092651,93,93,93,93,93
87.12100005149841,93,93,93,93,93
87.22199988365173,93,93,93,93,93
87.32099986076355,93,93,93,93,93
87.4210000038147,93,93,93,93,93
87.52099990844727,93,93,93,93,93
87.62100005149841,93,93,93,93,93
87.72099995613098,93,93,93,93,93
87.82099986076355,93,93,93,93,93
87.9210000038147,93,93,93,93,93
88.02099990844727,93,93,93,93,93
88.12199997901917,93,93,93,93,93
88.22099995613098,93,93,93,93,93
88.32099986076355,93,93,93,93,93
88.42199993133545,93,93,93,93,93
88.52099990844727,93,93,93,93,93
88.62100005149841,93,93,93,93,93
88.72199988365173,93,93,93,93,93
88.82099986076355,93,93,93,93,93
88.92199993133545,93,93,93,93,93
89.0220000743866,93,93,93,93,93
89.12100005149841,93,93,93,93,93
89.22099995613098,93,93,93,93,93
89.32099986076355,93,93,93,93,93
89.42000007629395,93,93,93,93,93
89.52099990844727,93,93,93,93,93
89.63599991798401,93,93,93,93,93
89.72099995613098,93,93,93,93,93
89.82099986076355,93,93,93,93,93
89.92000007629395,93,93,93,93,93
90.02099990844727,93,93,93,93,93
90.12100005149841,93,93,93,93,93
90.22000002861023,93,93,93,93,93
90.32099986076355,93,93,93,93,93
90.4210000038147,93,93,93,93,93
90.52099990844727,93,93,93,93,93
90.62100005149841,93,93,93,93,93
90.72099995613098,93,93,93,93,93
90.82099986076355,93,93,93,93,93
90.9210000038147,93,93,93,93,93
91.0220000743866,93,93,93,93,93
91.11999988555908,93,93,93,93,93
91.22000002861023,93,93,93,93,93
91.32099986076355,93,93,93,93,93
91.42000007629395,93,93,93,93,93
91.52099990844727,93,93,93,93,93
91.62100005149841,93,93,93,93,93
91.72000002861023,93,93,93,93,93
91.82099986076355,93,93,93,93,93
91.92199993133545,93,93,93,93,93
92.02099990844727,93,93,93,93,93
92.12100005149841,93,93,93,93,93
92.22199988365173,93,93,93,93,93
92.32099986076355,93,93,93,93,93
92.4210000038147,93,93,93,93,93
92.5220000743866,93,93,93,93,93
92.62100005149841,93,93,93,93,93
92.72199988365173,93,93,93,93,93
92.82099986076355,93,93,93,93,93
92.9210000038147,93,93,93,93,93
93.02099990844727,93,93,93,93,93
93.11999988555908,93,93,93,93,93
93.22000002861023,93,93,93,93,93
93.32099986076355,93,93,93,93,93
93.42000007629395,93,93,93,93,93
93.52099990844727,93,93,93,93,93
93.62100005149841,93,93,93,93,93
93.72000002861023,93,93,93,93,93
93.82099986076355,93,93,93,93,93
93.9210000038147,93,93,93,93,93
94.01999998092651,93,93,93,93,93
94.12100005149841,93,93,93,93,93
94.22099995613098,93,93,93,93,93
94.3199999332428,93,93,93,93,93
94.4210000038147,93,93,93,93,93
94.52099990844727,93,93,93,93,93
94.61999988555908,93,93,93,93,93
94.72099995613098,93,93,93,93,93
94.82099986076355,93,93,93,93,93
94.9210000038147,93,93,93,93,93
95.02099990844727,93,93,93,93,93
95.12199997901917,93,93,93,93,93
95.22099995613098,93,93,93,93,93
95.32099986076355,93,93,93,93,93
95.42199993133545,93,93,93,93,93
95.52099990844727,93,93,93,93,93
95.62100005149841,93,93,93,93,93
95.72099995613098,93,93,93,93,93
95.8199999332428,93,93,93,93,93
95.9210000038147,93,93,93,93,93
96.01999998092651,93,93,93,93,93
96.11999988555908,93,93,93,93,93
96.22099995613098,93,93,93,93,93
96.3199999332428,93,93,93,93,93
96.4210000038147,93,93,93,93,93
96.52099990844727,93,93,93,93,93
96.61999988555908,93,93,93,93,93
96.72099995613098,93,93,93,93,93
96.82099986076355,93,93,93,93,93
96.92000007629395,93,93,93,93,93
97.02099990844727,93,93,93,93,93
97.12100005149841,93,93,93,93,93
97.22099995613098,93,93,93,93,93
97.32099986076355,93,93,93,93,93
97.4210000038147,93,93,93,93,93
97.52099990844727,93,93,93,93,93
97.62100005149841,93,93,93,93,93
97.72099995613098,93,93,93,93,93
97.82099986076355,93,93,93,93,93
97.9210000038147,93,93,93,93,93
98.02099990844727,93,93,93,93,93
98.11999988555908,93,93,93,93,93
98.22000002861023,93,93,93,93,93
98.32099986076355,93,93,93,93,93
98.42000007629395,93,93,93,93,93
98.52099990844727,93,93,93,93,93
98.62100005149841,93,93,93,93,93
98.72000002861023,93,93,93,93,93
98.82099986076355,93,93,93,93,93
98.9210000038147,93,93,93,93,93
99.01999998092651,93,93,93,93,93
99.12100005149841,93,93,93,93,93
99.22000002861023,93,93,93,93,93
99.3199999332428,93,93,93,93,93
99.4210000038147,93,93,93,93,93
99.51999998092651,93,93,93,93,93
99.62100005149841,93,93,93,93,93
99.72099995613098,93,93,93,93,93
99.8199999332428,93,93,93,93,93
99.9210000038147,93,93,93,93,93
100.02099990844727,93,93,93,93,93
100.11999988555908,93,93,93,93,93
100.22099995613098,93,93,93,93,93
100.32099986076355,93,93,93,93,93
100.42000007629395,93,93,93,93,93
100.51999998092651,93,93,93,93,93
100.62100005149841,93,93,93,93,93
100.72000002861023,93,93,93,93,93
100.8199999332428,93,93,93,93,93
100.9210000038147,93,93,93,93,93
101.01999998092651,93,93,93,93,93
101.11999988555908,93,93,93,93,93
101.22099995613098,93,93,93,93,93
101.3199999332428,93,93,93,93,93
101.4210000038147,93,93,93,93,93
101.52099990844727,93,93,93,93,93
101.61999988555908,93,93,93,93,93
101.72099995613098,93,93,93,93,93
101.82099986076355,93,93,93,93,93
101.92000007629395,93,93,93,93,93
102.02099990844727,93,93,93,93,93
102.12100005149841,93,93,93,93,93
102.22000002861023,93,93,93,93,93
102.32099986076355,93,93,93,93,93
102.42000007629395,93,93,93,93,93
102.52099990844727,93,93,93,93,93
102.62100005149841,93,93,93,93,93
102.72000002861023,93,93,93,93,93
102.82099986076355,93,93,93,93,93
102.9210000038147,93,93,93,93,93
103.01999998092651,93,93,93,93,93
103.12100005149841,93,93,93,93,93
103.22099995613098,93,93,93,93,93
103.3199999332428,93,93,93,93,93
103.42000007629395,93,93,93,93,93
103.52099990844727,93,93,93,93,93
103.61999988555908,93,93,93,93,93
103.72000002861023,93,93,93,93,93
103.82099986076355,93,93,93,93,93
103.92000007629395,93,93,93,93,93
104.01999998092651,93,93,93,93,93
104.12100005149841,93,93,93,93,93
104.22000002861023,93,93,93,93,93
104.32099986076355,93,93,93,93,93
104.4210000038147,93,93,93,93,93
104.51999998092651,93,93,93,93,93
104.62100005149841,93,93,93,93,93
104.72099995613098,93,93,93,93,93
104.8199999332428,93,93,93,93,93
104.9210000038147,93,93,93,93,93
105.02099990844727,93,93,93,93,93
105.12100005149841,93,93,93,93,93
105.22099995613098,93,93,93,93,93
105.32200002670288,93,93,93,93,93
105.4210000038147,93,93,93,93,93
105.52099990844727,93,93,93,93,93
105.61999988555908,93,93,93,93,93
105.72000002861023,93,93,93,93,93
105.8199999332428,93,93,93,93,93
105.92000007629395,93,93,93,93,93
106.01999998092651,93,93,93,93,93
106.11999988555908,93,93,93,93,93
106.22000002861023,93,93,93,93,93
106.3199999332428,93,93,93,93,93
106.4210000038147,93,93,93,93,93
106.51999998092651,93,93,93,93,93
106.62100005149841,93,93,93,93,93
106.72099995613098,93,93,93,93,93
106.8199999332428,93,93,93,93,93
106.9210000038147,93,93,93,93,93
107.02099990844727,93,93,93,93,93
107.11999988555908,93,93,93,93,93
107.22099995613098,93,93,93,93,93
107.32099986076355,93,93,93,93,93
107.4210000038147,93,93,93,93,93
107.51999998092651,93,93,93,93,93
107.62100005149841,93,93,93,93,93
107.72000002861023,93,93,93,93,93
107.8199999332428,93,93,93,93,93
107.9210000038147,93,93,93,93,93
108.01999998092651,93,93,93,93,93
108.11999988555908,93,93,93,93,93
108.22099995613098,93,93,93,93,93
108.3199999332428,93,93,93,93,93
108.42000007629395,93,93,93,93,93
108.52099990844727,93,93,93,93,93
108.61999988555908,93,93,93,93,93
108.72099995613098,93,93,93,93,93
108.8199999332428,93,93,93,93,93
108.92000007629395,93,93,93,93,93
109.02099990844727,93,93,93,93,93
109.11999988555908,93,93,93,93,93
109.22000002861023,93,93,93,93,93
109.32099986076355,93,93,93,93,93
109.42000007629395,93,93,93,93,93
109.51999998092651,93,93,93,93,93
109.62100005149841,93,93,93,93,93
109.72399997711182,93,93,93,93,93
109.82200002670288,93,93,93,93,93
